start_station_id,end_station_id,n_trips,duration
73,60,589,1205950
73,61,576,654983
73,62,194,378854
73,63,181,122747
73,64,186,206633
73,65,260,394809
73,66,186,475789
73,67,331,484557
73,68,201,181164
73,69,454,562458
73,70,1159,1252712
73,71,427,567949
73,72,213,343906
73,73,479,3328525
73,74,416,525020
73,75,422,346398
73,76,821,680936
73,77,2332,1403971
73,82,108,144329
74,39,292,319489
74,41,169,89741
74,42,389,146973
74,45,87,102142
74,46,173,145245
74,47,198,143022
74,48,1290,772145
74,49,586,153639
74,50,138,679516
74,51,713,261007
74,54,1274,822135
74,55,217,67925
74,56,45,205011
74,57,275,223523
74,58,56,224299
74,59,137,269686
74,60,3116,2778490
74,61,3903,2251110
74,62,112,165679
74,63,647,374535
74,64,704,416348
74,65,946,917011
74,66,153,234134
74,67,249,550570
74,68,446,375634
74,69,2103,1514243
74,70,3477,2582965
74,71,227,288726
74,72,193,235668
74,73,283,409183
74,74,668,3967918
74,75,390,316606
74,76,493,633360
74,77,233,306222
74,82,456,297229
75,39,700,868640
75,41,169,133589
75,42,402,275457
75,45,496,167034
75,46,206,110144
75,47,193,128610
75,48,189,298069
75,49,255,108054
75,50,564,565908
75,51,350,193592
75,54,514,332646
75,55,354,99381
75,56,57,124835
75,57,215,151881
75,58,96,85010
75,59,92,79540
75,60,590,1257740
75,61,342,276877
75,62,69,98341
75,63,139,55868
75,64,237,112132
75,65,119,132667
75,66,496,447072
75,67,557,555592
75,68,154,80637
75,69,383,320967
75,70,1087,982192
75,71,498,567015
75,72,406,333170
75,73,161,209809
75,74,395,209679
75,75,325,1399372
75,76,993,1040368
75,77,131,431428
75,82,290,134946
76,7,1,66748
76,25,1,23661
76,39,273,1014003
76,41,278,162267
76,42,283,671172
76,45,334,275762
76,46,291,262488
76,47,132,123834
76,48,249,687502
76,49,413,260868
76,50,1085,1344171
76,51,158,115588
76,54,333,337614
76,55,1211,662956
76,56,483,215313
76,57,275,295083
76,58,218,396688
76,59,223,333812
76,60,929,2321245
76,61,467,457776
76,62,336,232379
76,63,369,199230
76,64,577,382029
76,65,568,470901
76,66,665,707212
76,67,2061,1512480
76,68,173,236917
76,69,1085,639875
76,70,2797,1738414
76,71,172,663989
76,72,656,447495
76,73,408,660178
76,74,688,588305
76,75,429,504603
76,76,724,6134989
76,77,658,1082733
76,82,162,174059
77,39,632,616485
77,41,301,133842
77,42,685,334802
77,45,822,294125
77,46,204,173493
77,47,46,104913
77,48,244,368418
77,49,319,173040
77,50,1549,1215417
77,51,323,173416
77,54,293,307933
77,55,557,185962
77,56,313,193976
77,57,420,237619
77,58,129,158716
77,59,223,166902
77,60,1321,1959939
77,61,1443,863769
77,62,832,290359
77,63,300,198683
77,64,3427,1434826
77,65,550,492359
77,66,520,589572
77,67,515,634955
77,68,492,2371076
77,69,1303,966358
77,70,2408,1690610
77,71,208,531081
77,72,516,392162
77,73,984,613802
77,74,773,791308
77,75,122,470473
77,76,489,1009749
77,77,405,1912536
77,82,504,262799
80,2,17,22930
80,3,9,12201
80,4,8,8598
80,5,8,8843
80,6,155,308213
80,7,6,13920
80,8,3,3104
80,9,60,70453
80,10,15,16767
80,11,13,14306
80,12,4,23284
80,13,15,14950
80,14,71,86124
80,16,12,15725
80,36,1,169308
80,80,67,214605
80,84,399,292432
82,39,116,86902
82,41,437,111479
82,42,188,57013
82,45,107,40279
82,46,49,99565
82,47,145,88591
82,48,49,155278
82,49,170,78213
82,50,225,243466
82,51,121,45922
82,54,346,241117
82,55,705,313933
82,56,960,442949
82,57,149,129660
82,58,15,17738
82,59,17,48037
82,60,302,643826
82,61,474,377279
82,62,33,32132
82,63,63,40298
82,64,109,78458
82,65,55,72740
82,66,57,78242
82,67,94,93984
82,68,54,55972
82,69,646,643178
82,70,1457,1406381
82,71,276,245114
82,72,157,237492
82,73,86,145731
82,74,869,320443
82,75,784,317283
82,76,212,193921
82,77,545,318577
82,82,238,935609
83,22,270,148242
83,23,12,5602
83,24,14,9104
83,25,2,867
83,26,4,7692
83,34,2,5035
83,36,1,2300
83,83,36,390194
84,2,546,370005
84,3,161,103021
84,4,23,15430
84,5,12,27949
84,6,141,58317
84,7,42,34259
84,8,13,8155
84,9,99,35058
84,10,19,15892
84,11,41,97584
84,12,47,49341
84,13,15,8675
84,14,32,25509
84,16,5,4886
84,80,427,221465
84,84,124,944659
