year,start_station_id,end_station_id,n_trips,duration
2013,37,35,74,92145
2013,37,36,31,46542
2013,37,37,42,508217
2013,37,38,8,8292
2013,38,27,6,10463
2013,38,28,3,5427
2013,38,29,13,16933
2013,38,33,3,4717
2013,38,34,33,360998
2013,38,35,32,123957
2013,38,36,21,9649
2013,38,37,13,16794
2013,38,38,25,168864
2013,39,35,1,18112
2013,39,39,111,1465711
2013,39,41,38,63846
2013,39,42,21,15938
2013,39,45,89,142350
2013,39,46,23,14333
2013,39,47,35,10767
2013,39,48,45,142277
2013,39,49,34,24053
2013,39,50,95,209763
2013,39,51,17,18508
2013,39,54,10,55041
2013,39,55,63,35094
2013,39,56,36,20450
2013,39,57,53,12508
2013,39,58,93,73466
2013,39,59,78,70880
2013,39,60,124,309043
2013,39,61,26,20839
2013,39,62,46,24174
2013,39,63,36,16786
2013,39,64,32,28122
2013,39,65,129,95816
2013,39,66,190,148878
2013,39,67,270,330160
2013,39,68,26,55521
2013,39,69,255,135290
2013,39,70,208,120219
2013,39,71,25,139859
2013,39,72,161,257953
2013,39,73,42,143122
2013,39,74,70,67169
2013,39,75,33,174879
2013,39,76,51,135976
2013,39,77,127,144073
2013,41,39,47,28676
2013,41,41,94,659465
2013,41,42,36,36969
2013,41,45,14,3030
2013,41,46,23,15462
2013,41,47,29,13007
2013,41,48,35,24219
2013,41,49,36,19633
2013,41,50,78,109015
2013,41,51,34,16056
2013,41,54,47,53815
2013,41,55,144,47771
2013,41,56,43,15144
2013,41,57,29,30230
2013,41,58,9,9516
2013,41,59,18,27010
2013,41,60,112,190928
2013,41,61,83,77943
2013,41,62,43,28661
2013,41,63,74,34056
2013,41,64,18,13082
2013,41,65,28,49609
2013,41,66,27,29548
2013,41,67,29,31285
2013,41,68,42,28556
2013,41,69,35,31568
2013,41,70,114,115822
2013,41,71,59,45131
2013,41,72,40,29749
2013,41,73,67,49772
2013,41,74,37,45153
2013,41,75,82,18099
2013,41,76,90,66385
2013,41,77,57,17639
2013,42,39,54,469949
2013,42,41,22,33350
2013,42,42,122,465519
2013,42,45,43,15561
2013,42,46,14,10234
2013,42,47,38,39114
2013,42,48,37,36818
2013,42,49,80,29974
2013,42,50,46,23811
2013,42,51,66,41176
2013,42,54,35,23065
2013,42,55,60,19593
2013,42,56,91,27222
2013,42,57,12,8579
2013,42,58,12,16308
2013,42,59,20,19067
2013,42,60,176,119301
2013,42,61,61,125553
2013,42,62,9,5634
2013,42,63,33,68830
2013,42,64,34,28578
2013,42,65,14,17070
2013,42,66,14,16196
2013,42,67,16,24985
2013,42,68,8,5018
2013,42,69,43,37911
2013,42,70,183,150263
2013,42,71,52,45005
2013,42,72,8,8042
2013,42,73,73,52432
2013,42,74,35,19783
2013,42,75,52,27854
2013,42,76,55,36463
2013,42,77,54,22019
2013,45,39,157,95076
2013,45,41,18,5674
2013,45,42,119,37514
2013,45,45,65,222721
2013,45,46,31,28217
2013,45,47,68,37615
2013,45,48,9,9062
2013,45,49,41,21280
2013,45,50,154,81122
2013,45,51,40,18877
2013,45,54,129,87522
2013,45,55,90,39615
2013,45,56,98,53601
2013,45,57,48,37466
2013,45,58,9,10492
2013,45,59,10,10680
2013,45,60,62,64819
2013,45,61,18,14047
2013,45,62,32,24762
2013,45,63,41,24053
2013,45,64,34,52575
2013,45,65,10,14107
2013,45,66,48,48087
2013,45,67,22,19707
2013,45,68,17,23303
2013,45,69,23,21325
2013,45,70,107,102618
2013,45,71,50,33504
2013,45,72,17,12551
2013,45,73,51,31794
2013,45,74,29,14181
2013,45,75,59,17634
2013,45,76,131,140904
2013,45,77,143,69270
2013,46,39,42,64046
2013,46,41,10,22395
2013,46,42,21,14277
2013,46,45,9,7049
2013,46,46,74,535056
2013,46,47,35,28804
2013,46,48,25,44829
2013,46,49,22,15962
2013,46,50,78,81909
2013,46,51,79,50472
2013,46,54,26,20279
2013,46,55,75,43536
2013,46,56,35,13931
2013,46,57,12,12299
2013,46,58,14,50781
2013,46,59,11,40926
2013,46,60,82,207130
2013,46,61,15,32118
2013,46,62,6,6530
2013,46,63,20,12712
2013,46,64,18,76958
2013,46,65,17,22304
2013,46,66,12,13435
2013,46,67,63,52550
2013,46,68,15,16835
2013,46,69,36,40606
2013,46,70,30,118026
2013,46,71,32,86470
2013,46,72,16,14077
2013,46,73,40,206524
2013,46,74,35,36764
2013,46,75,35,45246
2013,46,76,35,45545
2013,46,77,51,25182
2013,47,39,52,38384
2013,47,41,34,12709
2013,47,42,34,21849
2013,47,45,47,52959
2013,47,46,126,32967
2013,47,47,52,146900
2013,47,48,29,37114
2013,47,49,63,31622
2013,47,50,120,170914
2013,47,51,25,17508
2013,47,54,19,12706
2013,47,55,51,19836
2013,47,56,24,6657
2013,47,57,49,22394
2013,47,58,35,56797
2013,47,59,45,33949
2013,47,60,83,96459
2013,47,61,73,40454
2013,47,62,70,23671
2013,47,63,40,11447
2013,47,64,100,45470
2013,47,65,39,39062
2013,47,66,83,76301
2013,47,67,71,132107
2013,47,68,24,11320
2013,47,69,57,41342
2013,47,70,92,63183
2013,47,71,40,89000
2013,47,72,31,28995
2013,47,73,109,96383
2013,47,74,54,33987
2013,47,75,19,20553
2013,47,76,35,121075
2013,47,77,16,300290
2013,48,39,39,77087
2013,48,41,26,52572
2013,48,42,42,94333
2013,48,45,16,11024
2013,48,46,11,5012
2013,48,47,6,17779
2013,48,48,142,514253
2013,48,49,78,40683
2013,48,50,161,213539
2013,48,51,36,25970
2013,48,54,131,170596
2013,48,55,66,39038
2013,48,56,124,64323
2013,48,57,20,17764
2013,48,58,13,13588
2013,48,59,15,37426
2013,48,60,248,528986
2013,48,61,126,128638
2013,48,62,10,9715
2013,48,63,30,21838
2013,48,64,94,66120
2013,48,65,22,29481
2013,48,66,31,74836
2013,48,67,21,128688
2013,48,68,27,41386
2013,48,69,25,26359
2013,48,70,121,186841
2013,48,71,45,54869
2013,48,72,32,35778
2013,48,73,62,85838
2013,48,74,106,89723
2013,48,75,38,48281
2013,48,76,70,318193
2013,48,77,28,88080
2013,49,39,45,36558
2013,49,41,33,26005
2013,49,42,65,32959
2013,49,45,53,28856
2013,49,46,40,28755
2013,49,47,52,40456
2013,49,48,70,67519
2013,49,49,81,270494
2013,49,50,124,68559
2013,49,51,17,13106
2013,49,54,49,10664
2013,49,55,46,13055
2013,49,56,65,22449
2013,49,57,81,49920
2013,49,58,8,8882
2013,49,59,10,11273
2013,49,60,108,125494
2013,49,61,196,119468
2013,49,62,91,35101
2013,49,63,56,50080
2013,49,64,101,41665
2013,49,65,56,42519
2013,49,66,21,27058
2013,49,67,27,46210
2013,49,68,96,46571
2013,49,69,148,132234
2013,49,70,223,174038
2013,49,71,23,22226
2013,49,72,30,30606
2013,49,73,57,52193
2013,49,74,94,28955
2013,49,75,88,34944
2013,49,76,84,65706
2013,49,77,55,31788
2013,50,39,99,167260
2013,50,41,67,50684
2013,50,42,85,214282
2013,50,45,166,174250
2013,50,46,55,75083
2013,50,47,113,131141
2013,50,48,266,516229
2013,50,49,114,121538
2013,50,50,438,3073739
2013,50,51,41,75805
2013,50,54,212,168821
2013,50,55,79,30501
2013,50,56,41,86990
2013,50,57,69,67208
2013,50,58,37,132750
2013,50,59,17,20934
2013,50,60,945,1525119
2013,50,61,451,309522
2013,50,62,66,57489
2013,50,63,63,51713
2013,50,64,115,79427
2013,50,65,153,149308
2013,50,66,46,204989
2013,50,67,37,217667
2013,50,68,53,144020
2013,50,69,189,151267
2013,50,70,386,387104
2013,50,71,103,222192
2013,50,72,44,87484
2013,50,73,121,247715
2013,50,74,15,87630
2013,50,75,122,118631
2013,50,76,189,252880
2013,50,77,200,140992
2013,51,39,32,57798
2013,51,41,13,6502
2013,51,42,48,112056
2013,51,45,32,29541
2013,51,46,58,30758
2013,51,47,21,13657
2013,51,48,51,35542
2013,51,49,6,1130
2013,51,50,63,71387
2013,51,51,84,357902
2013,51,54,103,47319
2013,51,55,10,2089
2013,51,56,17,5495
2013,51,57,35,25801
2013,51,58,1,1015
2013,51,59,6,6143
2013,51,60,144,137604
2013,51,61,157,86657
2013,51,62,10,22442
2013,51,63,57,21270
2013,51,64,56,26482
2013,51,65,44,38057
2013,51,66,17,33340
2013,51,67,8,10520
2013,51,68,55,25473
2013,51,69,199,117512
2013,51,70,405,268784
2013,51,71,20,20563
2013,51,72,9,21869
2013,51,73,43,36923
2013,51,74,60,41261
2013,51,75,50,29919
2013,51,76,31,27160
2013,51,77,30,23153
2013,54,23,1,4436
2013,54,39,16,16064
2013,54,41,85,58714
2013,54,42,50,40805
2013,54,45,88,55883
2013,54,46,17,15690
2013,54,47,20,15974
2013,54,48,169,248643
2013,54,49,76,26174
2013,54,50,295,210183
2013,54,51,79,67659
2013,54,54,120,702263
2013,54,55,45,24783
2013,54,56,34,16299
2013,54,57,18,16291
2013,54,58,3,5124
2013,54,59,2,6037
2013,54,60,247,498166
2013,54,61,98,93524
2013,54,62,17,9498
2013,54,63,65,32402
2013,54,64,11,3060
2013,54,65,122,109551
2013,54,66,9,11980
2013,54,67,8,209942
2013,54,68,42,33612
2013,54,69,89,44528
2013,54,70,285,247241
2013,54,71,17,55862
2013,54,72,24,23920
2013,54,73,27,40887
2013,54,74,144,149142
2013,54,75,90,98907
2013,54,76,30,45982
2013,54,77,54,40546
2013,55,39,87,55147
2013,55,41,127,44994
2013,55,42,51,22792
2013,55,45,117,70388
2013,55,46,98,89579
2013,55,47,52,24906
2013,55,48,113,137817
2013,55,49,62,20270
2013,55,50,125,73753
2013,55,51,13,2887
2013,55,54,67,24240
2013,55,55,88,702545
2013,55,56,58,18568
2013,55,57,167,78000
2013,55,58,5,5917
2013,55,59,55,45504
2013,55,60,176,165651
2013,55,61,289,122708
2013,55,62,64,26667
2013,55,63,78,30277
2013,55,64,108,115665
2013,55,65,153,132752
2013,55,66,65,65454
2013,55,67,107,91187
2013,55,68,80,43412
2013,55,69,237,140802
2013,55,70,288,192919
2013,55,71,24,22412
2013,55,72,52,36445
2013,55,73,51,48361
2013,55,74,19,13749
2013,55,75,53,19029
2013,55,76,124,67068
2013,55,77,96,57885
2013,56,39,51,87391
2013,56,41,23,41876
2013,56,42,71,26125
2013,56,45,97,33275
2013,56,46,28,69124
2013,56,47,28,46011
2013,56,48,115,74957
2013,56,49,114,98960
2013,56,50,78,69408
2013,56,51,46,18201
2013,56,54,57,47943
2013,56,55,101,15810
2013,56,56,66,403143
2013,56,57,19,10001
2013,56,58,18,17307
2013,56,59,23,301835
2013,56,60,175,287595
2013,56,61,150,140475
2013,56,62,20,14087
2013,56,63,50,23289
2013,56,64,75,44586
2013,56,65,69,71831
2013,56,66,29,62786
2013,56,67,28,23957
2013,56,68,24,11273
2013,56,69,84,62791
2013,56,70,205,156948
2013,56,71,40,104659
2013,56,72,30,56494
2013,56,73,50,69641
2013,56,74,18,9655
2013,56,75,15,40027
2013,56,76,87,64760
2013,56,77,26,28906
2013,57,39,61,98640
2013,57,41,30,22900
2013,57,42,10,10242
2013,57,45,56,29879
2013,57,46,25,16029
2013,57,47,33,15866
2013,57,48,17,85897
2013,57,49,62,35790
2013,57,50,64,68479
2013,57,51,23,18391
2013,57,54,14,10971
2013,57,55,77,37223
2013,57,56,21,13513
2013,57,57,110,948152
2013,57,58,13,12858
2013,57,59,19,11818
2013,57,60,53,123307
2013,57,61,21,21132
2013,57,62,49,19475
2013,57,63,33,17899
2013,57,64,64,32670
2013,57,65,72,38426
2013,57,66,80,306807
2013,57,67,84,47212
2013,57,68,31,27752
2013,57,69,99,83518
2013,57,70,331,120505
2013,57,71,31,19592
2013,57,72,62,37866
2013,57,73,24,48633
2013,57,74,56,46622
2013,57,75,41,50610
2013,57,76,63,160214
2013,57,77,76,42851
2013,58,39,77,248915
2013,58,41,4,84042
2013,58,42,4,3630
2013,58,45,15,49856
2013,58,46,7,7750
2013,58,47,49,46973
2013,58,48,9,15385
2013,58,49,16,21188
2013,58,50,31,37781
2013,58,54,4,5194
2013,58,55,4,4019
2013,58,56,22,19068
2013,58,57,15,11394
2013,58,58,76,144653
2013,58,59,16,33536
2013,58,60,22,92428
2013,58,61,11,10660
2013,58,62,6,5150
2013,58,63,6,5336
2013,58,64,20,16663
2013,58,65,75,58658
2013,58,66,62,31132
2013,58,67,17,39066
2013,58,68,11,10454
2013,58,69,31,21478
2013,58,70,69,47052
2013,58,71,29,41577
2013,58,72,27,30449
2013,58,73,21,45767
2013,58,74,21,70372
2013,58,75,9,35608
2013,58,76,95,142240
2013,58,77,43,47507
2013,59,39,56,40011
2013,59,41,9,7704
2013,59,42,11,11502
2013,59,45,18,20142
2013,59,46,7,6316
2013,59,47,49,38869
2013,59,48,48,48284
2013,59,49,4,4419
2013,59,50,26,28186
2013,59,51,9,8515
2013,59,54,1,1016
2013,59,55,39,28258
2013,59,56,42,31692
2013,59,57,23,10350
2013,59,58,18,18214
2013,59,59,42,215236
2013,59,60,45,101203
2013,59,61,13,15340
2013,59,62,4,5577
2013,59,63,11,9414
2013,59,64,20,26061
2013,59,65,100,77305
2013,59,66,83,33256
2013,59,67,42,36938
2013,59,68,45,48194
2013,59,69,13,11860
2013,59,70,162,113685
2013,59,71,23,123676
2013,59,72,67,44721
2013,59,73,10,60293
2013,59,74,52,48171
2013,59,75,23,28301
2013,59,76,84,60777
2013,59,77,43,38748
2013,60,39,138,249888
2013,60,41,121,96581
2013,60,42,143,114629
2013,60,45,74,65157
2013,60,46,92,119539
2013,60,47,68,69359
2013,60,48,157,362332
2013,60,49,117,87652
2013,60,50,492,562610
2013,60,51,142,100998
2013,60,54,123,204788
2013,60,55,196,117380
2013,60,56,130,125400
2013,60,57,43,105009
2013,60,58,10,18065
2013,60,59,63,100824
2013,60,60,503,2226162
2013,60,61,186,213514
2013,60,62,29,28593
2013,60,63,99,123571
2013,60,64,19,25631
2013,60,65,21,274597
2013,60,66,68,124925
2013,60,67,25,48238
2013,60,68,61,61309
2013,60,69,70,86569
2013,60,70,185,217457
2013,60,71,134,346235
2013,60,72,93,139253
2013,60,73,137,550384
2013,60,74,523,323735
2013,60,75,136,206891
2013,60,76,234,409223
2013,60,77,154,154798
2013,61,39,32,27601
2013,61,41,40,32338
2013,61,42,40,40814
2013,61,45,23,24736
2013,61,46,27,38483
2013,61,47,88,80293
2013,61,48,120,138843
2013,61,49,126,56879
2013,61,50,458,317143
2013,61,51,117,89543
2013,61,54,74,50535
2013,61,55,200,95664
2013,61,56,105,70149
2013,61,57,26,17920
2013,61,58,12,18673
2013,61,59,8,11797
2013,61,60,216,306228
2013,61,61,139,453676
2013,61,62,137,48936
2013,61,63,135,53211
2013,61,64,47,22417
2013,61,65,132,98203
2013,61,66,49,59114
2013,61,67,34,37285
2013,61,68,86,41299
2013,61,69,92,23578
2013,61,70,177,65875
2013,61,71,39,49355
2013,61,72,13,11309
2013,61,73,22,35006
2013,61,74,329,246374
2013,61,75,76,56505
2013,61,76,77,77249
2013,61,77,188,165982
2013,62,39,66,41002
2013,62,41,73,44391
2013,62,42,18,15566
2013,62,45,34,28175
2013,62,46,25,15813
2013,62,47,73,42151
2013,62,48,17,15128
2013,62,49,168,44995
2013,62,50,123,82226
2013,62,51,28,9802
2013,62,54,39,20690
2013,62,55,72,28780
2013,62,56,33,78246
2013,62,57,65,44538
2013,62,58,8,7301
2013,62,59,4,4157
2013,62,60,50,54603
2013,62,61,177,48607
2013,62,62,62,367759
2013,62,63,38,6389
2013,62,64,152,57881
2013,62,65,60,65239
2013,62,66,12,12285
2013,62,67,10,10938
2013,62,68,49,24486
2013,62,69,127,58073
2013,62,70,284,396214
2013,62,71,39,58957
2013,62,72,41,90543
2013,62,73,73,68597
2013,62,74,84,44475
2013,62,75,24,36540
2013,62,76,106,49869
2013,62,77,317,84943
2013,63,39,71,34424
2013,63,41,54,25338
2013,63,42,28,16426
2013,63,45,33,17781
2013,63,46,18,15940
2013,63,47,32,11888
2013,63,48,39,53555
2013,63,49,39,16764
2013,63,50,83,47557
2013,63,51,26,11049
2013,63,54,65,86973
2013,63,55,23,23731
2013,63,56,31,32635
2013,63,57,83,31227
2013,63,58,8,12607
2013,63,59,19,26329
2013,63,60,91,104806
2013,63,61,160,61196
2013,63,62,22,22898
2013,63,63,70,287036
2013,63,64,233,68274
2013,63,65,58,45437
2013,63,66,83,66605
2013,63,67,38,295747
2013,63,68,37,64697
2013,63,69,134,72623
2013,63,70,274,167298
2013,63,71,53,31610
2013,63,72,36,45207
2013,63,73,46,54930
2013,63,74,129,54561
2013,63,75,20,7411
2013,63,76,79,31895
2013,63,77,107,86708
2013,64,39,65,48445
2013,64,41,28,23146
2013,64,42,27,21554
2013,64,45,21,14675
2013,64,46,57,107469
2013,64,47,115,75854
2013,64,48,95,69101
2013,64,49,77,33199
2013,64,50,182,134322
2013,64,51,50,53826
2013,64,54,17,18125
2013,64,55,118,53949
2013,64,56,46,25558
2013,64,57,106,53435
2013,64,58,16,30083
2013,64,59,14,92135
2013,64,60,34,52522
2013,64,61,43,59525
2013,64,62,88,15456
2013,64,63,164,46822
2013,64,64,108,276643
2013,64,65,113,61956
2013,64,66,39,43433
2013,64,67,46,43157
2013,64,68,87,36309
2013,64,69,139,39447
2013,64,70,196,74409
2013,64,71,55,56047
2013,64,72,29,30182
2013,64,73,38,66176
2013,64,74,87,64937
2013,64,75,43,27652
2013,64,76,145,114974
2013,64,77,495,185155
2013,65,39,130,102273
2013,65,41,11,13569
2013,65,42,10,12754
2013,65,45,8,9882
2013,65,46,10,13642
2013,65,47,58,52987
2013,65,48,37,42473
2013,65,49,35,28618
2013,65,50,188,270408
2013,65,51,31,30428
2013,65,54,58,51342
2013,65,55,108,341297
2013,65,56,80,68312
2013,65,57,75,44843
2013,65,58,26,19829
2013,65,59,101,85402
2013,65,60,20,29822
2013,65,61,158,82055
2013,65,62,34,25924
2013,65,63,29,21869
2013,65,64,53,32410
2013,65,65,107,301592
2013,65,66,83,55437
2013,65,67,60,43554
2013,65,68,32,22635
2013,65,69,201,61578
2013,65,70,807,220558
2013,65,71,45,64487
2013,65,72,263,130268
2013,65,73,8,17030
2013,65,74,31,36889
2013,65,75,9,8996
2013,65,76,86,66463
2013,65,77,39,50085
2013,66,39,204,150508
2013,66,41,28,44183
2013,66,42,13,15147
2013,66,45,57,51822
2013,66,46,27,27750
2013,66,47,74,50790
2013,66,48,22,28617
2013,66,49,45,48254
2013,66,50,46,55255
2013,66,51,32,32407
2013,66,54,9,10996
2013,66,55,67,72573
2013,66,56,30,28974
2013,66,57,71,40544
2013,66,58,37,181031
2013,66,59,45,26532
2013,66,60,64,117528
2013,66,61,54,58084
2013,66,62,16,13309
2013,66,63,90,67907
2013,66,64,68,71811
2013,66,65,72,164466
2013,66,66,90,688010
2013,66,67,74,43560
2013,66,68,37,27524
2013,66,69,41,40885
2013,66,70,146,120123
2013,66,71,33,23946
2013,66,72,285,147463
2013,66,73,35,42142
2013,66,74,73,93001
2013,66,75,69,72073
2013,66,76,236,211276
2013,66,77,234,186921
2013,67,39,211,132369
2013,67,41,14,15182
2013,67,42,19,32887
2013,67,45,32,48525
2013,67,46,61,44411
2013,67,47,69,65261
2013,67,48,19,45431
2013,67,49,26,50858
2013,67,50,61,62869
2013,67,51,11,23546
2013,67,54,9,21230
2013,67,55,44,38050
2013,67,56,39,44353
2013,67,57,67,30301
2013,67,58,12,100928
2013,67,59,23,182879
2013,67,60,35,86404
2013,67,61,38,40402
2013,67,62,15,11380
2013,67,63,30,22247
2013,67,64,47,42743
2013,67,65,69,43216
2013,67,66,73,78650
2013,67,67,136,775214
2013,67,68,82,62631
2013,67,69,70,57470
2013,67,70,260,210237
2013,67,71,58,43435
2013,67,72,120,69793
2013,67,73,42,88410
2013,67,74,88,79973
2013,67,75,72,80392
2013,67,76,348,241936
2013,67,77,163,129206
2013,68,39,38,45822
2013,68,41,21,13252
2013,68,42,9,17511
2013,68,45,10,5827
2013,68,46,19,11822
2013,68,47,28,8649
2013,68,48,17,35408
2013,68,49,68,36433
2013,68,50,71,109014
2013,68,51,44,53975
2013,68,54,37,24963
2013,68,55,44,112723
2013,68,56,18,9122
2013,68,57,74,130845
2013,68,58,8,6314
